cage,ovi_id,tam_add,total,pd,psy,yld,pests,barn,plant,tam_ct,harvest,date,plant_common
305,0418221,200,1024,2,200,NA,NA,NA,Mix,0,cleaned,2022-06-06,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,12,harv_1,2022-05-23,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,12,harv_2,2022-05-27,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,349,harv_3,2022-05-31,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,NA,harv_4,NA,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,NA,harv_5,NA,Mix
306,0428221,200,496,0,1000,NA,NA,NA,Mix,0,cleaned,2022-06-08,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,638,harv_1,2022-05-31,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,638,harv_2,2022-06-06,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,46,harv_3,2022-06-16,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,NA,harv_4,NA,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,NA,harv_5,NA,Mix
301,0502221,200,1014,1,1500,NA,NA,NA,Mix,0,cleaned,2022-06-28,Mix
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,70,harv_1,2022-06-06,O. Jasmine
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,70,harv_2,2022-06-16,O. Jasmine
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,15,harv_3,2022-06-28,O. Jasmine
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,12,harv_4,2022-07-05,O. Jasmine
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,20,harv_5,2022-07-06,O. Jasmine
302,0506221,200,123,1,200,NA,NA,NA,M. paniculata,0,cleaned,2022-07-08,O. Jasmine
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,8,harv_1,2022-06-16,Mix
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,8,harv_2,2022-06-28,Mix
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,20,harv_3,2022-07-05,Mix
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,7,harv_4,2022-07-06,Mix
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,NA,harv_5,NA,Mix
303,0513221,145,NA,NA,NA,NA,NA,NA,Mix,NA,cleaned,NA,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,55,harv_1,2022-06-16,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,55,harv_2,2022-06-28,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,63,harv_3,2022-07-05,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,45,harv_4,2022-07-06,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,NA,harv_5,NA,Mix
304,0517221,200,NA,NA,NA,NA,NA,NA,Mix,NA,cleaned,NA,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,7,harv_1,2022-06-28,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,7,harv_2,2022-07-05,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,42,harv_3,2022-07-05,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,NA,harv_4,NA,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,NA,harv_5,NA,Mix
305,0521221,200,NA,NA,NA,NA,NA,NA,Mix,NA,cleaned,NA,Mix
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,33,harv_1,2022-06-28,Curry
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,33,harv_2,2022-07-05,Curry
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,66,harv_3,2022-07-05,Curry
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_4,NA,Curry
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_5,NA,Curry
306,0603221,115,NA,NA,NA,NA,NA,NA,B. koenigii,NA,cleaned,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_1,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_2,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_3,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_4,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,harv_5,NA,Curry
301,0613221,100,NA,NA,NA,NA,NA,NA,B. koenigii,NA,cleaned,NA,Curry
